Type,abs_position,combat_decision,combat_status,index,life,move_decision,move_option,obj_time,reproduction_decision,reproduction_status,vis_map,visual_range,world_time
10,"[18, 195]",leave,leave,0,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[128, 59]",leave,leave,1,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[98, 122]",leave,leave,2,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[67, 130]",leave,leave,3,1000,left,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, [10], 0]]",3,0.036928653717041016
10,"[170, 152]",leave,leave,4,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[113, 68]",combat,combat,5,1000,left,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], [-10]], [0, 0, 0]]",3,0.036928653717041016
10,"[55, 110]",leave,leave,6,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[151, 74]",combat,combat,7,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[118, 157]",leave,leave,8,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[180, 156]",combat,combat,9,1000,up,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[15, 164]",combat,combat,10,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[22, 154]",combat,combat,11,1000,right,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[46, 114]",leave,leave,12,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[120, 192]",leave,leave,13,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[105, 36]",leave,leave,14,1000,left,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[145, 130]",leave,leave,15,1000,up,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[41, 83]",leave,leave,16,1000,left,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[9, 169]",combat,combat,17,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[43, 124]",leave,leave,18,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[15, 129]",combat,combat,19,1000,left,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[59, 116]",combat,combat,20,1000,right,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[89, 128]",leave,leave,21,1000,up,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, [-10]], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[44, 191]",combat,combat,22,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[144, 184]",combat,combat,23,1000,left,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10, -10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[77, 159]",leave,leave,24,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[5, 122]",leave,leave,25,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[62, 159]",combat,combat,26,1000,right,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[22, 183]",combat,combat,27,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [[10], [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[191, 193]",leave,leave,28,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[141, 184]",leave,leave,29,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[132, 152]",leave,leave,30,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[172, 50]",combat,combat,31,1000,up,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[148, 140]",leave,leave,32,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [[-10], [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[113, 127]",leave,leave,33,1000,left,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[38, 188]",leave,leave,34,1000,up,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[1, 120]",leave,leave,35,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[148, 182]",combat,combat,36,1000,left,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[197, 12]",leave,leave,37,1000,left,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[120, 19]",combat,combat,38,1000,right,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[65, 191]",combat,combat,39,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[101, 113]",leave,leave,40,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[13, 183]",combat,combat,41,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[196, 187]",leave,leave,42,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, [10], 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[79, 140]",combat,combat,43,1000,right,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[24, 118]",leave,leave,44,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[13, 136]",combat,combat,45,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[100, 178]",combat,combat,46,1000,left,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[167, 167]",leave,leave,47,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[166, 166]",leave,leave,48,1000,right,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[113, -11]",leave,leave,49,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[146, 62]",combat,combat,50,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[10, 49]",combat,combat,51,1000,up,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[86, 168]",combat,combat,52,1000,up,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[24, 165]",leave,leave,53,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[116, 153]",leave,leave,54,1000,up,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[185, 181]",leave,leave,55,1000,up,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[23, 169]",combat,combat,56,1000,up,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[10, 161]",combat,combat,57,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, [10]]]",3,0.036928653717041016
10,"[110, 150]",combat,combat,58,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[[10], 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[195, 154]",leave,leave,59,1000,right,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, [10], 0]]",3,0.036928653717041016
10,"[146, 47]",leave,leave,60,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[34, -14]",combat,combat,61,1000,left,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[32, 107]",leave,leave,62,1000,up,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[8, 81]",leave,leave,63,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[32, 85]",leave,leave,64,1000,up,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[127, 149]",combat,combat,65,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[54, 122]",combat,combat,66,1000,left,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[163, 30]",leave,leave,67,1000,left,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[24, 179]",combat,combat,68,1000,right,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [[10], [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[45, 25]",leave,leave,69,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[[-10], 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[117, 120]",combat,combat,70,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[52, 152]",leave,leave,71,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, [-10]]]",3,0.036928653717041016
10,"[103, 86]",leave,leave,72,1000,up,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[191, 22]",combat,combat,73,1000,up,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[10, 80]",combat,combat,74,1000,up,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[25, 158]",combat,combat,75,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[105, 131]",combat,combat,76,1000,left,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[106, 126]",leave,leave,77,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[90, 153]",combat,combat,78,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[187, 91]",leave,leave,79,1000,right,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[133, 134]",leave,leave,80,1000,left,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[161, 195]",leave,leave,81,1000,left,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[115, 184]",leave,leave,82,1000,left,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[110, 103]",leave,leave,83,1000,left,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[29, 61]",combat,combat,84,1000,left,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[81, 107]",combat,combat,85,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[72, 119]",combat,combat,86,1000,up,"['up', 'down', 'left', 'right']",0,0,0,"[[0, [10], 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[54, 198]",leave,leave,87,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[11, 92]",combat,combat,88,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[67, 144]",leave,leave,89,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[48, 139]",leave,leave,90,1000,up,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[153, 97]",combat,combat,91,1000,right,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[15, 164]",leave,leave,92,1000,left,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[197, 140]",leave,leave,93,1000,up,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [[10], [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[31, 160]",leave,leave,94,1000,left,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[35, 75]",leave,leave,95,1000,up,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[93, 196]",leave,leave,96,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[16, 163]",leave,leave,97,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[50, 76]",leave,leave,98,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[50, 171]",leave,leave,99,1000,right,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [[10], [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[33, 132]",leave,leave,100,1000,up,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[187, 24]",leave,leave,101,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[193, 37]",leave,leave,102,1000,left,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[95, 123]",leave,leave,103,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[28, 180]",leave,leave,104,1000,left,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[33, 172]",leave,leave,105,1000,left,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[1, 183]",leave,leave,106,1000,up,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[174, 140]",combat,combat,107,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[83, 138]",leave,leave,108,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[144, -5]",combat,combat,109,1000,right,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[171, 137]",leave,leave,110,1000,up,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[122, 166]",combat,combat,111,1000,right,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[36, 178]",leave,leave,112,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[187, 114]",combat,combat,113,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[120, 195]",leave,leave,114,1000,up,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[163, 112]",combat,combat,115,1000,up,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, [-10]]]",3,0.036928653717041016
10,"[94, 153]",combat,combat,116,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[157, 159]",leave,leave,117,1000,up,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[91, 176]",leave,leave,118,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[72, 153]",combat,combat,119,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[145, 171]",leave,leave,120,1000,up,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[61, 101]",combat,combat,121,1000,left,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[56, 164]",combat,combat,122,1000,left,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[170, 75]",combat,combat,123,1000,right,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[188, 169]",leave,leave,124,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[24, 75]",leave,leave,125,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[64, 108]",leave,leave,126,1000,up,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[198, 129]",leave,leave,127,1000,up,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[74, 152]",combat,combat,128,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[79, 170]",leave,leave,129,1000,left,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[72, 121]",combat,combat,130,1000,up,"['up', 'down', 'left', 'right']",0,0,0,"[[[10], 0, 0], [0, [10], [10]], [0, 0, 0]]",3,0.036928653717041016
10,"[29, 102]",leave,leave,131,1000,up,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[7, 185]",combat,combat,132,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[73, 128]",combat,combat,133,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[25, 68]",combat,combat,134,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[109, 108]",leave,leave,135,1000,left,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[77, 181]",combat,combat,136,1000,left,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[112, 191]",combat,combat,137,1000,left,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, [10]]]",3,0.036928653717041016
10,"[63, 168]",combat,combat,138,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[59, 170]",leave,leave,139,1000,right,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[120, 60]",combat,combat,140,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[79, 180]",leave,leave,141,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[91, 175]",combat,combat,142,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[63, 141]",combat,combat,143,1000,up,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[62, 159]",leave,leave,144,1000,right,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[56, 161]",leave,leave,145,1000,up,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[26, 25]",combat,combat,146,1000,up,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[12, 82]",combat,combat,147,1000,up,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[191, 150]",combat,combat,148,1000,right,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[140, 141]",leave,leave,149,1000,up,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[54, 170]",leave,leave,150,1000,up,"['up', 'down', 'left', 'right']",0,1,1,"[[[10], 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[188, 174]",combat,combat,151,1000,up,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[163, 150]",combat,combat,152,1000,down,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[65, 140]",leave,leave,153,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[145, 148]",combat,combat,154,1000,down,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[33, 178]",leave,leave,155,1000,left,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[98, 62]",combat,combat,156,1000,up,"['up', 'down', 'left', 'right']",0,0,0,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
10,"[148, 104]",leave,leave,157,1000,left,"['up', 'down', 'left', 'right']",0,1,1,"[[0, 0, 0], [0, [10], 0], [0, 0, 0]]",3,0.036928653717041016
